"","kingdom","phylum","class","order","family","genus","species","abr_1_guild_level_2_AND","abr_2_guild_level_3_AND","abr_3_guild_level_4_AND","abr_4_guild_level_5_AND","abr_all_guild_level_AND","consumer","potential","interaction_matchName","resource_matchName"
"Thecofilosea::Cluster_738","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_755","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_766","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_8","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_812","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_846","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_85","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_871","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_896","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_90","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_920","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Tracheleuglypha::Cluster_513","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Tracheleuglypha","unassigned","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","untargeted","any","observed","not observed"
"Tremula longifila::Cluster_816","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","Tremula longifila","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Trinema enchelys::Cluster_1204","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema enchelys","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema lineare::Cluster_36","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema lineare","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema lineare::Cluster_474","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema lineare","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema lineare::Cluster_64","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema lineare","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema lineare::Cluster_78","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema lineare","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema::Cluster_132","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema::Cluster_138","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema::Cluster_25","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Trinema::Cluster_30","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","het_carnivoreANDhet_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","car_predatorANDmic_microphytophageANDmic_protistivoreANDpro_testate amoebaeANDuna_unassigned","mic_bacterivoreANDpre_omnivoreANDpro_unassignedANDtes_unassignedANDuna_unassigned","bac_unassignedANDomn_unassignedANDuna_unassigned","het_car_pre_omn_unaANDhet_mic_mic_bac_unaANDhet_mic_pro_una_unaANDhet_una_una_una_unaANDmic_pro_tes_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
"Vampyrella::Cluster_1122","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","Vampyrella","unassigned","het_symbiotrophANDhet_unassignedANDmic_protistANDmic_unassigned","pro_unassignedANDsym_mycotrophANDuna_unassigned","myc_unassignedANDuna_unassigned","una_unassigned","het_sym_myc_una_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Vampyrellida sp.::Cluster_315","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Vampyrellida sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellida sp.::Cluster_581","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Vampyrellida sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellidae::Cluster_1052","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellidae::Cluster_1297","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellidae::Cluster_1540","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellidae::Cluster_1544","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellidae::Cluster_300","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Vampyrellidae::Cluster_787","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Viridiraptor invadens::Cluster_1152","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Viridiraptor","Viridiraptor invadens","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Viridiraptor invadens::Cluster_482","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Viridiraptor","Viridiraptor invadens","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Viridiraptor invadens::Cluster_564","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Viridiraptor","Viridiraptor invadens","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Viridiraptor invadens::Cluster_634","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Viridiraptor","Viridiraptor invadens","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Viridiraptor invadens::Cluster_725","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Viridiraptor","Viridiraptor invadens","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
